Mood,track_acousticness,track_danceability,track_energy,track_instrumentalness,track_liveness,track_speechiness,track_tempo,track_valence
Exciting,0.331242094,0.368908906,0.18225822,0.570649823,0.044012222,0.143946436,0.300932025,0.531138286
Exciting,0.267799825,0.357861665,0.247721942,0.544763165,0.041744927,0.54367452,0.112303335,0.363522426
Sober,0.569902171,0.252313331,0.258086074,0.595057694,0.043850753,0.023487161,0.393268219,0.183610978
Cheerful Vocals,0.581444172,0.421482293,0.357504516,0.049409973,0.054915893,0.054903857,0.34249759,0.480301717
Cheerful Instrumental,0.458867606,0.380830794,0.344873802,0.441309269,0.056640173,0.119777346,0.241652974,0.504743235
Exciting,0.307723889,0.338818406,0.370077029,0.382276039,0.071956338,0.03436204,0.408683725,0.577957842
Cheerful Instrumental,0.606831732,0.411885688,0.218408656,0.410325474,0.047808535,0.075071591,0.278416223,0.400748175
Exciting,0.1806637,0.600877912,0.335535866,0.480091029,0.04571674,0.059078609,0.278231076,0.424548955
Cheerful Instrumental,0.473501277,0.398024983,0.267248641,0.488028942,0.078474473,0.118694675,0.426081793,0.325555227
Exciting,0.122968706,0.445583876,0.358972179,0.557397932,0.038769064,0.023175034,0.236634564,0.537349224
Cheerful Instrumental,0.583696957,0.274462972,0.226957524,0.364590083,0.087046234,0.139798315,0.431771863,0.431259475
Exciting,0.283722776,0.30340385,0.391793993,0.450655957,0.046004441,0.04248732,0.454072812,0.510637313
Cheerful Instrumental,0.392886082,0.479024982,0.307364262,0.434820703,0.062334784,0.032313574,0.220496314,0.528285286
Cheerful Instrumental,0.458084873,0.429781657,0.300327157,0.420877889,0.069112768,0.052544078,0.331000323,0.470119889
Cheerful Vocals,0.684053067,0.200320644,0.440798335,0.074401177,0.179777452,0.075590708,0.414566984,0.286713554
Cheerful Instrumental,0.560019519,0.165425959,0.486251781,0.506680577,0.120329925,0.045930446,0.374636982,0.094364313
Cheerful Instrumental,0.600999782,0.238724526,0.561582463,0.259190721,0.134268914,0.141628931,0.362094856,0.173365483
Cheerful Instrumental,0.52607881,0.089698898,0.549447704,0.477244203,0.109404491,0.036024311,0.40982903,0.065676918
Cheerful Instrumental,0.621101214,0.173147416,0.533194203,0.287797897,0.090729285,0.040318662,0.371726768,0.26285239
Cheerful Instrumental,0.570515704,0.130657437,0.558428547,0.413761521,0.054402927,0.069583958,0.344137961,0.219469554
Cheerful Instrumental,0.588978784,0.186391856,0.574927375,0.36719204,0.110581123,0.0507887,0.349627049,0.126268906
Cheerful Instrumental,0.557000065,0.181826287,0.558563841,0.458738438,0.096911252,0.116547389,0.332962581,0.020406999
Cheerful Instrumental,0.518526276,0.096282283,0.50997398,0.494109591,0.073513217,0.023686771,0.388858314,0.245899229
Cheerful Instrumental,0.532294513,0.182376306,0.507996021,0.489075359,0.064970815,0.020184859,0.339108067,0.257922185
Cheerful Vocals,0.496446537,0.274238549,0.10352755,9.92E-08,0.065501801,0.479387098,0.504800177,0.422717879
Cheerful Instrumental,0.53662246,0.240926916,0.549120693,0.498624283,0.052813723,0.025004156,0.286579637,0.135234836
Exciting,0.103370647,0.471613069,0.330623194,0.558206852,0.072232749,0.045251439,0.213409947,0.541460957
Exciting,0.05083065,0.515944811,0.249368105,0.52410596,0.049008869,0.07270058,0.288357553,0.550915933
Exciting,0.122274053,0.493659867,0.270429787,0.50982725,0.049101907,0.194668976,0.418530859,0.439110247
Exciting,0.03464753,0.457580956,0.425046773,0.425114714,0.047112271,0.071741735,0.305014097,0.572391384
Angry,0.17930209,0.426598331,0.644706015,0.415425216,0.182910376,0.031808227,0.390787045,0.102265265
Exciting,0.107659154,0.452401582,0.47408476,0.464215473,0.023893872,0.040607775,0.280795701,0.512273186
Exciting,0.003646615,0.321914068,0.365987888,0.698961463,0.124741778,0.063535913,0.280636432,0.418938712
Exciting,0.000878565,0.444221533,0.458848695,0.452939031,0.085701494,0.044819588,0.402571829,0.464276801
Exciting,0.002806306,0.369895601,0.583148575,0.467177557,0.108167335,0.026163109,0.305869095,0.445995128
Exciting,0.084025186,0.440751308,0.473424382,0.50253583,0.057355299,0.039082374,0.262016634,0.498533216
Angry,0.045210592,0.427202648,0.534767643,0.521101856,0.067632926,0.04878082,0.442225587,0.235399815
Exciting,0.000546086,0.404691209,0.527186717,0.444192026,0.057382735,0.071224209,0.297039297,0.514192888
Angry,0.009081676,0.369243659,0.476665275,0.642675286,0.169194997,0.025101671,0.398470369,0.187882037
Exciting,0.02553594,0.492153705,0.47952851,0.608746874,0.177125601,0.048810698,0.246398218,0.249287491
Happy,0.104257149,0.449961379,0.642024642,0.186123964,0.304920375,0.089770349,0.304739799,0.382002537
Exciting,0.001773263,0.353516846,0.509777565,0.454091202,0.125885426,0.028966801,0.340122214,0.525910043
Exciting,0.055400438,0.41953683,0.518520224,0.501875205,0.071083623,0.062356667,0.257494445,0.474271095
Angry,0.015406497,0.323538242,0.54394746,0.590763337,0.096836557,0.049359568,0.376856351,0.310436937
Angry,0.000626382,0.398848498,0.628600181,0.567999172,0.082919666,0.028353341,0.334291584,0.061055628
Exciting,0.06455146,0.411465565,0.464755001,0.523536577,0.088720114,0.034959034,0.283599674,0.496909721
Angry,0.010244919,0.339128109,0.576910931,0.510285727,0.060534969,0.038774536,0.506236391,0.173856813
Angry,0.002756313,0.367785337,0.616157241,0.446162861,0.052472659,0.049695444,0.509951346,0.144020529
Angry,0.059459596,0.392794611,0.615466988,0.610310687,0.127821625,0.032693777,0.226178522,0.149446403
Exciting,0.061830742,0.431477706,0.377395581,0.449658567,0.154791404,0.022691954,0.302198626,0.591256614
Angry,0.243502844,0.437593492,0.396559241,0.644349887,0.101403648,0.019418394,0.378168223,0.151991162
Exciting,0.151967421,0.456700199,0.355157525,0.595054071,0.070123002,0.027235158,0.318848793,0.425183578
Exciting,0.018216533,0.463602997,0.367965635,0.605135124,0.071074697,0.164477517,0.242821895,0.438276458
Exciting,0.237683822,0.426686922,0.494264228,0.414740317,0.171313467,0.035272326,0.244747148,0.504623033
Cheerful Instrumental,0.361230087,0.403096707,0.435933532,0.502302733,0.051278964,0.059189557,0.162899823,0.481674683
Exciting,0.214779986,0.357511241,0.472072104,0.445460712,0.266283454,0.031417427,0.307049017,0.488461791
Exciting,0.154372864,0.391132345,0.456908554,0.460194557,0.040704844,0.032997553,0.339139348,0.533740415
Angry,0.045454025,0.352280616,0.603133856,0.603535659,0.054346608,0.105039784,0.298357978,0.206886843
Angry,0.005924567,0.233482107,0.70447974,0.5181892,0.036079326,0.150365262,0.160744789,0.361785762
Angry,0.102981639,0.406888235,0.515700364,0.533941531,0.057643028,0.29123879,0.425691593,0.058653545
Cheerful Instrumental,0.462364971,0.357060357,0.441539603,0.461043515,0.059039866,0.034714989,0.310410349,0.387508413
Exciting,0.319430404,0.384901062,0.462564955,0.435262091,0.050189484,0.046918378,0.301370856,0.500850529
Cheerful Instrumental,0.477406026,0.401155538,0.445075264,0.489197482,0.042600989,0.041248104,0.169588074,0.376131876
Exciting,1.67E-05,0.441422144,0.241261503,0.652537133,0.062231456,0.103285798,0.496926838,0.244249206
Sober,0.558648192,0.173611065,0.078289986,0.667790464,0.079169551,0.032052797,0.411842034,0.169672949
Exciting,7.47E-07,0.443056683,0.546704282,0.60589795,0.056942789,0.038129589,0.222578537,0.288903664
Angry,0.001401874,0.247238405,0.609986727,0.631431771,0.07767335,0.027896402,0.377629167,0.136624198
Angry,0.01638607,0.392482372,0.547112587,0.663866806,0.046297903,0.115975504,0.298659303,0.029095905
Cheerful Instrumental,0.563396473,0.128174398,0.553364432,0.513988082,0.04479207,0.040592466,0.256549955,0.162135244
Cheerful Instrumental,0.493111466,0.209084609,0.531956779,0.536652316,0.128793197,0.036553722,0.220066894,0.275313796
Cheerful Instrumental,0.474140275,0.046712152,0.48587545,0.481663285,0.055125121,0.028679695,0.478465069,0.26859705
Exciting,0.222327382,0.223188763,0.518925565,0.598996589,0.06505859,0.023585753,0.319613792,0.407105358
Angry,0.003289886,0.185383083,0.467598726,0.479226223,0.592349535,0.108981991,0.388544211,0.059952463
Cheerful Instrumental,0.400246008,0.209993757,0.389490859,0.557214455,0.431618791,0.024326809,0.185948017,0.334740851
Cheerful Instrumental,0.506317583,0.428100781,0.373392064,0.492403075,0.052544017,0.032702978,0.313713366,0.276122019
Cheerful Instrumental,0.408246226,0.331534055,0.197198122,0.509611145,0.055705876,0.0367949,0.384856297,0.521783665
Sober,0.474071501,0.292042706,0.303732164,0.612725536,0.071529264,0.018505842,0.45081112,0.116584268
Angry,0.203643627,0.345264939,0.619027984,0.542157003,0.062349778,0.036498015,0.353613357,0.178688354
Angry,0.027308719,0.279858221,0.559580612,0.661817876,0.126562838,0.024384796,0.380589177,0.091320078
Angry,0.027411334,0.44748375,0.419637842,0.700535512,0.152623725,0.025859253,0.318238435,0.083202086
Angry,0.011116248,0.370095943,0.495167993,0.535721268,0.066511229,0.151578695,0.515039018,0.19506863
Happy,0.046096044,0.492881698,0.610533703,0.053343272,0.149400714,0.020080558,0.258141565,0.538502562
Exciting,0.230752107,0.386547593,0.132590024,0.648042579,0.074285727,0.04504132,0.43188161,0.407094964
Cheerful Instrumental,0.533177145,0.289793006,0.314947687,0.588311329,0.069803383,0.023760198,0.363631962,0.220849762
Sober,0.577842082,0.348555057,0.187956035,0.641391424,0.078484932,0.028831784,0.278733395,0.114952201
Sober,0.353334819,0.461153383,0.236826232,0.685443163,0.068627433,0.036529671,0.293219062,0.211072284
Sober,0.461453217,0.311810132,0.230181148,0.65660768,0.056617048,0.024714486,0.414391765,0.17372833
Sober,0.457745992,0.344360656,0.236893674,0.673307123,0.185628651,0.023339875,0.305032944,0.185406065
Sober,0.398135339,0.507805662,0.183365757,0.631761723,0.049446119,0.08430933,0.347183764,0.144174335
Happy,0.28524215,0.611342103,0.279322446,0.123638302,0.100672333,0.043780881,0.300565193,0.590930767
Sober,0.638781207,0.344984857,0.190779128,0.508017873,0.069731336,0.083333946,0.251084529,0.32189243
Exciting,0.13052708,0.46849573,0.201050288,0.763878069,0.066191903,0.025168212,0.274562785,0.243195354
Happy,0.003854438,0.670153927,0.542810075,0.222321277,0.147559303,0.059017078,0.400776876,0.144673639
Happy,0.021933341,0.344869634,0.318728725,0.000273132,0.104062247,0.524110621,0.335988768,0.616916885
Exciting,0.060296766,0.420703796,0.340027484,0.533200274,0.10586792,0.147246126,0.278311741,0.5559717
Happy,0.033056486,0.437871903,0.440026155,0.017764761,0.170803616,0.13141675,0.544190109,0.520240089
Sober,0.254388676,0.470754135,0.063124741,0.789962055,0.092256551,0.02691942,0.244636514,0.128721463
Happy,0.223388406,0.501419171,0.539570578,0.122092095,0.10817764,0.130930703,0.287582636,0.530174051
Happy,0.012900016,0.522558918,0.373943685,9.16E-06,0.249841827,0.142589589,0.561291277,0.434892239
Sober,0.642099352,0.201762825,0.10203616,0.622108431,0.222968354,0.022122375,0.175746318,0.261684641
Sober,0.634952988,0.194404968,0.05113419,0.611836643,0.232826249,0.027061529,0.211652364,0.286959085
Sober,0.596493738,0.226166881,0.033338393,0.577085319,0.221530583,0.037292195,0.324445115,0.321206645
Sober,0.613434337,0.195651529,0.111592378,0.598073576,0.304749109,0.042512551,0.157178275,0.309660436
Cheerful Instrumental,0.510850528,0.204798816,0.134811061,0.498282067,0.190753106,0.030714753,0.494022093,0.386318744
Sober,0.593130188,0.305887956,0.051469551,0.57096602,0.226192016,0.028862955,0.272119228,0.3161219
Sober,0.587531974,0.293026304,0.061646432,0.568118727,0.255617752,0.049427101,0.242647292,0.340178501
Sober,0.625769577,0.205021226,0.067922585,0.603450726,0.265729696,0.027923801,0.287671558,0.208483912
Sober,0.595113307,0.223412684,0.081620362,0.579879076,0.224112846,0.022798783,0.264450602,0.363764793
Sober,0.612996173,0.344211576,0.046471812,0.574081141,0.260145629,0.034135105,0.265576323,0.186154669
Sober,0.578877743,0.256261834,0.039227688,0.555440994,0.214407149,0.047324742,0.333559297,0.360145887
Sober,0.632937929,0.106000512,0.062048192,0.612872953,0.263123025,0.029007596,0.335099556,0.162244739
Cheerful Vocals,0.515182306,0.48777424,0.415288925,0.239479129,0.259551708,0.026226246,0.378635613,0.235432591
Exciting,0.274306536,0.550107727,0.301964022,0.647733268,0.070928716,0.026536489,0.240190642,0.219020877
Exciting,0.19816664,0.444966482,0.349215705,0.485033979,0.043927311,0.022442176,0.245037887,0.585703352
Angry,0.002600286,0.426513732,0.396378209,0.740523409,0.144207337,0.031861449,0.258774768,0.154315852
Exciting,0.15182095,0.51772021,0.429671623,0.327598877,0.062803625,0.046539093,0.470397529,0.435423286
Cheerful Instrumental,0.491070042,0.44391922,0.212437843,0.439411425,0.060590983,0.027086252,0.425826201,0.371269197
Cheerful Instrumental,0.480727276,0.357018337,0.374323651,0.484267622,0.043297323,0.04693254,0.170496323,0.48338344
Exciting,0.2892589,0.343867638,0.388621808,0.519338884,0.133323136,0.025797474,0.40499887,0.441452033
Exciting,0.015997526,0.491800577,0.289258589,0.561875615,0.188172987,0.059613659,0.518113914,0.226045671
Cheerful Instrumental,0.520596817,0.41460679,0.382838669,0.51483671,0.032689691,0.025965179,0.251318998,0.283820073
Exciting,0.175683132,0.528399779,0.207555341,0.537795933,0.059782579,0.059680914,0.477462538,0.350027403
Cheerful Instrumental,0.414683924,0.371701204,0.369251954,0.560497401,0.073834725,0.022071471,0.331160784,0.351802409
Sober,0.583393656,0.36411258,0.260059446,0.612832121,0.075166539,0.020361181,0.224949447,0.164963353
Sober,0.582474514,0.322940417,0.168027715,0.655579749,0.077630171,0.023353232,0.219781528,0.208660178
Sober,0.333999748,0.500364813,0.151280426,0.659858715,0.064653251,0.029079232,0.328082984,0.259067254
Exciting,0.294065754,0.386307297,0.332304059,0.534964073,0.12950691,0.022846006,0.377458885,0.455971785
Cheerful Vocals,0.502466117,0.457467164,0.225964222,0.022273617,0.067717813,0.144623093,0.480653753,0.479756271
Sober,0.52199955,0.430841539,0.123179393,0.50381946,0.069501817,0.117649487,0.41239009,0.290081603
Exciting,0.001957378,0.515319841,0.186335963,0.664775487,0.066290829,0.053915414,0.457627391,0.202657139
Cheerful Instrumental,0.344339952,0.528936808,0.388763097,0.464332958,0.090568842,0.041657182,0.394112329,0.263915604
Exciting,0.001472949,0.484961195,0.09823734,0.615770431,0.066305225,0.050629117,0.209299383,0.57028129
Exciting,0.108253804,0.434752661,0.211769689,0.531036004,0.13526874,0.095205202,0.398104626,0.535328537
Cheerful Instrumental,0.556297162,0.346463405,0.272197969,0.598597501,0.084260591,0.023128817,0.19030533,0.306977144
Sober,0.695007053,0.246495961,0.031974967,0.651600424,0.068745028,0.021738057,0.157086568,0.026922388
Angry,0.054208271,0.518948115,0.391091866,0.675959807,0.069218367,0.033726722,0.33346351,0.027444895
Cheerful Instrumental,0.475438264,0.393899289,0.287669081,0.544163923,0.09615986,0.015353222,0.332994225,0.345783658
Sober,0.659185975,0.272068103,0.032453895,0.636701942,0.07379549,0.052088178,0.276367396,0.021732208
Sober,0.677663002,0.238984429,0.002571475,0.643808504,0.049469718,0.03696569,0.254271262,0.026376248
Exciting,0.004091835,0.291581284,0.56500057,0.462355929,0.029119425,0.031074962,0.334862394,0.517705075
Exciting,0.303631266,0.451951223,0.446780601,0.4807428,0.05538004,0.086754117,0.252579068,0.445457281
Exciting,0.243790637,0.483469518,0.266975542,0.636171978,0.159118086,0.112062668,0.236904423,0.369908519
Exciting,0.068692817,0.538135807,0.362024538,0.575490868,0.053116111,0.038485193,0.259317861,0.414597951
Happy,0.004222822,0.797150583,0.268411303,0.001138868,0.105797236,0.075438836,0.301618535,0.429685208
Exciting,0.072740801,0.515588356,0.308575005,0.572404638,0.086394273,0.207217756,0.217866133,0.456226917
Cheerful Instrumental,0.423933472,0.322990621,0.486083442,0.470829305,0.069375557,0.097376306,0.449955078,0.203089731
Exciting,0.262009063,0.574842038,0.290710591,0.616779286,0.077091337,0.06336874,0.239720171,0.261828408
Exciting,0.011103222,0.418381232,0.477487091,0.505997156,0.073861374,0.052596737,0.192252692,0.543712979
Exciting,0.237017542,0.49849178,0.370602771,0.615185122,0.054976426,0.191935268,0.287574067,0.238681973
Exciting,0.180944588,0.284292276,0.385374276,0.644798628,0.144970246,0.165997812,0.302156244,0.426952355
Cheerful Instrumental,0.36329836,0.348473088,0.285566118,0.560430087,0.059511038,0.277726227,0.411123929,0.3182053
Angry,0.108712291,0.266858438,0.459914466,0.712741967,0.300217317,0.122878301,0.271301443,0.136425061
Exciting,0.001138442,0.404342436,0.422305653,0.520793142,0.067258252,0.061294687,0.475051685,0.391131082
Exciting,0.167831564,0.517011305,0.48040737,0.593187537,0.04566067,0.042198438,0.229087067,0.255974005
Exciting,0.000310757,0.336854253,0.544806689,0.588858846,0.09154248,0.020015564,0.331409962,0.352628466
Exciting,0.211032374,0.604888091,0.258117868,0.375623484,0.26098684,0.070409917,0.412925169,0.371858866
Sober,0.616763143,0.227911669,0.317443367,0.547256505,0.192776273,0.065233316,0.294680391,0.197850735
Cheerful Instrumental,0.343718244,0.140298359,0.481883577,0.467254045,0.151798447,0.020861514,0.482733366,0.393861068
Cheerful Instrumental,0.443476905,0.336497517,0.306641018,0.563799178,0.084260298,0.038439997,0.262834564,0.447816914
Sober,0.640752004,0.250235309,0.074255047,0.626813289,0.142010071,0.02243608,0.301505881,0.129747502
Sober,0.57918681,0.227156464,0.12939284,0.565193112,0.237190775,0.047823578,0.358239811,0.299790758
Sober,0.60250581,0.329208812,0.074755882,0.582441111,0.244494669,0.048426715,0.185894714,0.295131468
Cheerful Instrumental,0.528223434,0.219888613,0.150584249,0.51189452,0.37341577,0.027005812,0.240434251,0.435821185
Sober,0.580355004,0.26336369,0.142704272,0.566096108,0.133955415,0.060178177,0.334400696,0.345845387
Cheerful Instrumental,0.534344977,0.197279262,0.120910661,0.521758083,0.226786421,0.046452225,0.40866315,0.410012188
Sober,0.626049161,0.066851758,0.068792917,0.610869716,0.207644558,0.027476,0.38714573,0.178734454
Sober,0.684108923,0.052072211,0.116535006,0.668501158,0.120453583,0.023967098,0.157013933,0.1705063
Cheerful Instrumental,0.556860557,0.237220896,0.236623219,0.540833103,0.185647125,0.025358555,0.251537361,0.432160407
Sober,0.629094025,0.140052998,0.136691203,0.61486975,0.120457571,0.029444088,0.207511847,0.359775518
Sober,0.585166182,0.110633981,0.029007735,0.571693769,0.497256713,0.022241246,0.138131907,0.225446473
Sober,0.62334519,0.095058966,0.127460612,0.608755637,0.114054489,0.027270777,0.418652425,0.162950789
Sober,0.553090871,0.209990163,0.133042019,0.540562303,0.352477248,0.038782113,0.208924166,0.413150418
Sober,0.597125771,0.230530349,0.090045795,0.575989881,0.356637602,0.027615489,0.189526939,0.294194711
Sober,0.555407855,0.321015454,0.040437139,0.530889283,0.202383199,0.087327894,0.285502721,0.418205303
Sober,0.578219807,0.294943294,0.020630482,0.552192567,0.198705384,0.261286162,0.150050368,0.378230959
Sober,0.584532353,0.148746657,0.01867935,0.551180898,0.351528559,0.02375868,0.397002713,0.224274614
Sober,0.618595399,0.242913564,0.046950761,0.562318589,0.345789606,0.030261754,0.189283929,0.289156587
Sober,0.574985968,0.212666339,0.048820022,0.55127079,0.429515521,0.083156995,0.129966989,0.331045615
Cheerful Instrumental,0.568775497,0.232394165,0.114051229,0.553895361,0.154847271,0.092341293,0.120398933,0.505647247
Sober,0.569002705,0.171241791,0.141752547,0.549201351,0.463463746,0.028298668,0.173451715,0.281977492
Sober,0.579578639,0.200100021,0.080393624,0.558726577,0.252164202,0.026557839,0.347008735,0.347423221
Sober,0.579186842,0.140458674,0.184294565,0.563332502,0.365467404,0.064760719,0.369656486,0.138201583
Angry,0.207476463,0.176176241,0.656999496,0.614385174,0.063305687,0.044326148,0.329824407,0.045181995
Angry,0.014806008,0.232154471,0.62171351,0.550235727,0.05179721,0.027252034,0.342118809,0.368954113
Angry,0.097592761,0.165716719,0.617202363,0.631395112,0.060115308,0.038217181,0.223961628,0.358024948
Exciting,0.321447286,0.474711892,0.423261933,0.333641677,0.0335525,0.133733236,0.186364413,0.571935999
Cheerful Instrumental,0.373463266,0.390102599,0.510939991,0.523882795,0.049385841,0.025641144,0.198865304,0.360816372
Angry,0.177727555,0.436463314,0.400067682,0.697872937,0.084855295,0.025552119,0.291598146,0.194805273
Angry,0.07373301,0.226359322,0.500080703,0.726775832,0.107360663,0.029658668,0.26584964,0.286285
Cheerful Instrumental,0.347213535,0.354650868,0.475537505,0.488621275,0.023482999,0.029810763,0.239465163,0.479578103
Angry,0.201616413,0.40538472,0.379455243,0.5853176,0.321703797,0.080506348,0.444286704,0.03264652
Cheerful Instrumental,0.380198144,0.18106791,0.146667114,0.498209385,0.185097142,0.018270548,0.476672045,0.539563663
Angry,0.088964254,0.151437814,0.625565365,0.497274605,0.237324526,0.026658314,0.242282558,0.463468939
Sober,0.581436546,0.24477816,0.364601458,0.616840349,0.108559679,0.021224416,0.219403461,0.167974396
Cheerful Instrumental,0.476275532,0.382705354,0.261659173,0.505818002,0.032335161,0.118837063,0.172762924,0.507312543
Sober,0.494162758,0.378348752,0.345854403,0.621500128,0.201138773,0.028014699,0.25260326,0.041565331
Exciting,0.025622346,0.435079034,0.29615391,0.575497771,0.130938779,0.03186785,0.295246421,0.534615688
Exciting,0.098748128,0.390763288,0.5080315,0.551900883,0.077659795,0.021267508,0.294521587,0.426187699
Angry,0.3293805,0.367225752,0.462223337,0.547511041,0.402561158,0.030204549,0.279275896,0.047667111
Sober,0.414193228,0.158488701,0.231728808,0.763678406,0.066275709,0.035273122,0.399702763,0.031990501
Cheerful Instrumental,0.334962592,0.352970389,0.393196623,0.50028672,0.086382316,0.059535786,0.259241895,0.529253064
Sober,0.620389666,0.268382518,0.326824441,0.591823223,0.0735453,0.023697127,0.281963572,0.023337151
Angry,0.077778985,0.533578335,0.471667806,0.63540621,0.141867531,0.033741552,0.246965561,0.027859332
Cheerful Instrumental,0.490949218,0.401494784,0.308447633,0.501355977,0.210498679,0.06214656,0.191630249,0.407895826
Exciting,0.110556948,0.362405459,0.394825838,0.612728538,0.065588224,0.019904371,0.194386493,0.531631106
Exciting,0.253567986,0.364002686,0.433827419,0.567624611,0.140652704,0.080836949,0.311304969,0.411792198
Exciting,0.193064522,0.406212415,0.456112032,0.559576678,0.027689443,0.021182319,0.307933804,0.424870211
Cheerful Instrumental,0.44809318,0.377393376,0.384053815,0.581488413,0.085086486,0.019788317,0.286448898,0.285440669
Exciting,0.333233751,0.386149151,0.235890492,0.522695556,0.06869193,0.13099082,0.269240436,0.56269134
Exciting,0.004041731,0.260158652,0.541376534,0.445221278,0.179260848,0.107167214,0.393409516,0.492544711
Exciting,0.010815671,0.566866471,0.349352728,0.540081901,0.063725691,0.046330039,0.308395965,0.404344073
Exciting,0.150151437,0.450541237,0.452992941,0.627022146,0.077823575,0.024830689,0.322702174,0.255534732
Angry,0.001067651,0.545086122,0.416283297,0.665835862,0.07928961,0.050999142,0.271197482,0.061765461
Sober,0.707361301,0.346850526,0.176175021,0.558908951,0.080645381,0.082422489,0.128488844,0.078174937
Sober,0.665125734,0.189223661,0.023559735,0.635812969,0.07524147,0.025708841,0.331816378,0.023762143
Sober,0.652833596,0.230517864,0.178145222,0.597877708,0.227977588,0.041689878,0.277697141,0.025471702
Exciting,0.170305767,0.57050191,0.094254549,0.710766183,0.071772033,0.155623559,0.305173182,0.094606773
Sober,0.704568046,0.171208305,0.039897958,0.659615551,0.038294287,0.029224835,0.185712226,0.027883464
Angry,0.020851059,0.227078135,0.035802971,0.841234282,0.089393275,0.037023926,0.478114691,0.032987849
Sober,0.642760352,0.433342182,0.012602321,0.579693611,0.065589599,0.030494772,0.238774251,0.025002248
Sober,0.577636767,0.492866269,0.046291076,0.573059186,0.055429576,0.104117438,0.278489813,0.037542734
Sober,0.579206797,0.235780749,0.084326369,0.647110244,0.104885789,0.032289341,0.412768653,0.025352119
Cheerful Instrumental,0.557834528,0.240062381,0.321300765,0.564995612,0.067847346,0.016232591,0.293685865,0.342955276
Angry,0.088394206,0.188724708,0.662643819,0.641684504,0.076270937,0.041439295,0.262576429,0.170975917
Cheerful Instrumental,0.591005356,0.251840646,0.360427495,0.600674619,0.113101969,0.017190055,0.219632328,0.1877367
Exciting,0.264642084,0.274933407,0.500447997,0.540350456,0.087131098,0.018761097,0.240314748,0.496240256
Cheerful Instrumental,0.545258338,0.283469887,0.327162336,0.554922456,0.057280515,0.016723355,0.200733984,0.404362685
Cheerful Instrumental,0.553467468,0.290132551,0.372691757,0.551404478,0.103401979,0.013891617,0.322150832,0.227782167
Sober,0.620491885,0.231934471,0.291728543,0.628611584,0.058016514,0.023871852,0.2699354,0.064321489
Cheerful Instrumental,0.441554484,0.448908325,0.199280216,0.556051046,0.050473253,0.084994329,0.204553842,0.450546029
Sober,0.44888238,0.500042279,0.308884823,0.605983258,0.063874361,0.0256187,0.283788075,0.023766827
Happy,0.000297744,0.236150626,0.703102999,0.000475018,0.095146151,0.042480557,0.356973802,0.55820342
Exciting,0.000798122,0.090707316,0.429202444,0.557516778,0.232256108,0.026809653,0.45387832,0.485864861
Exciting,0.02354962,0.078089554,0.291428195,0.728527664,0.108066044,0.038749215,0.251345621,0.548917202
Angry,0.00177024,0.555167919,0.310351311,0.696026443,0.084923782,0.033660275,0.296427409,0.121657022
Exciting,0.145201022,0.353454307,0.473502909,0.498811261,0.055188599,0.031250132,0.389245665,0.474799428
Cheerful Instrumental,0.413382015,0.3074436,0.47425351,0.458450669,0.136409349,0.164677798,0.322027585,0.387391639
Happy,0.137796394,0.615755613,0.554019776,0.003948997,0.095273743,0.051412361,0.278687277,0.453339561
Happy,0.399071126,0.577545224,0.436074598,0.020413517,0.160364115,0.097571793,0.252883019,0.46628238
Exciting,0.133709541,0.490685774,0.332331889,0.556328084,0.055247341,0.053871594,0.466793721,0.312334776
Exciting,0.331081725,0.503158087,0.197404753,0.550964617,0.037157328,0.136110594,0.273721259,0.447052677
Cheerful Instrumental,0.323365819,0.458677807,0.516550798,0.495386579,0.066994795,0.029917753,0.302832027,0.275183604
Exciting,0.005686472,0.457186453,0.303593094,0.522336971,0.061877087,0.054563409,0.320424642,0.562552791
Exciting,0.138482712,0.478234239,0.338556148,0.56536699,0.068170455,0.061993217,0.452759365,0.323068165
Cheerful Vocals,0.936956579,0.207478006,0.012050965,0.000211246,0.184603485,0.038683596,0.193088028,0.077859633
Exciting,0.238989318,0.546280338,0.186826528,0.566710076,0.077243762,0.04158956,0.259999663,0.461628986
Exciting,0.008500445,0.561997297,0.158590946,0.613368307,0.080153891,0.057414975,0.246187224,0.460853272
Exciting,0.23487265,0.494615973,0.461403759,0.503871717,0.04861001,0.237256138,0.189308798,0.372717739
Exciting,0.040526998,0.529099063,0.272555826,0.549821347,0.446867391,0.085626788,0.231071335,0.285315928
Exciting,0.254367001,0.48597148,0.272619617,0.555615679,0.063745197,0.029344756,0.222762338,0.511420851
Happy,0.014227221,0.697989063,0.495383504,0.111165272,0.310366147,0.237560662,0.305685319,0.092954785
Exciting,0.001568377,0.50213081,0.376011117,0.591648769,0.061204243,0.046269124,0.216945792,0.451084578
Exciting,0.114106659,0.436645846,0.313562946,0.500773004,0.034678499,0.477812915,0.161188175,0.437875947
Happy,0.265205266,0.404203084,0.534875775,0.000204311,0.086707161,0.365451774,0.42632828,0.396692531
Exciting,0.024150037,0.476923369,0.419554316,0.511971885,0.061379537,0.039386666,0.365473027,0.4415094
Exciting,0.076739576,0.514300254,0.455456626,0.595404242,0.061231037,0.309640829,0.162986323,0.203637209
Exciting,0.020514624,0.557962475,0.317712638,0.595095125,0.074562188,0.082852383,0.245099442,0.400848755
Sober,0.318754269,0.528090056,0.172174859,0.691585883,0.08335424,0.04388195,0.256497436,0.192137721
